<END>,-1.0007487027528494,-0.9988269821396091,-1.0025817915771398,-1.0002545398171496,-0.9989067807614009,-0.9999903667618258,-1.0002029899417693,-0.9992289394443538,-0.9998658176249946,-0.9997253335360494,-0.9988737292091036,-1.0004526673662286,50
<START>,0.0016511008055458657,-0.002021343324229925,-0.00014599460712397472,-0.00020427334494729166,-5.124148647650602e-05,-0.0006846412416314818,0.00010556539635300505,-0.0014346295256602885,-0.0009114374605948246,8.733707304059944e-05,0.0012524657830453986,-0.004135236490393154,50
<Silent>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918
A,0.1754937928205285,0.24506082069051016,0.19673044549320626,0.18485077058589994,0.2801879526055189,0.16598691794969508,0.17342292558836533,0.17258885519524975,0.24926780223458642,0.3843355952184775,0.21802639609309266,0.17378337317245215,22898
A1,0.23578352548859335,0.148030906012564,0.7403437612634717,0.3365276631983844,0.2581847698399515,0.16712891547517342,0.11406772504701759,0.20569104091687637,0.09218815217415492,0.17373466536854254,0.047020376293045105,0.07289503887295723,33
A6,0.34044281106728774,0.5209317069787246,0.15206634855041137,0.18745873381312078,0.17179831117391586,0.27465999642243755,0.36584143799084884,0.13186609429808763,0.09921409992071298,0.06866311539824192,0.07606602259553395,0.13685805980975813,13
A7,0.1726540475296696,0.21200968157197603,0.17439801898278606,0.15810225663319516,0.2512481027156826,0.16478315223843917,0.1863858886654333,0.23411306759713352,0.2717132735432033,0.39814302905456295,0.23553033591540753,0.1846830548338003,2479
A9,0.2046087619869018,0.29537576691063305,0.16836854963304967,0.17303893075498578,0.1928161266144713,0.17567486931687568,0.2698078406565301,0.19455137641609208,0.27969418556792763,0.2615995616536935,0.1902714824306543,0.20277794673469604,364
Aadd9,0.1540749023358027,0.19407369561700358,0.15392580582863755,0.174233196520557,0.4033385486290273,0.3004048861925387,0.10542988241132763,0.14192595964996144,0.21205347647062606,0.35743165323510767,0.1881507323640916,0.1407476558556987,90
Aaddb6,0.38897367268800737,0.5071204021573067,0.1839771531522274,0.19402064606547356,0.2587708979845047,0.21972714960575104,0.32968537509441376,0.17654152140021323,0.2040121629834175,0.09993101917207241,0.08134350161999464,0.19210093542933465,10
Aaddb7,0.22838102182249229,0.21414676514267922,0.23844486222912867,0.23399055871988336,0.24127459241449833,0.1536448255678018,0.1920737693508466,0.3189658890614907,0.3094407304724058,0.28146158566574253,0.18766119935115178,0.18082819454868634,375
Aaug,0.27273276668347535,0.2017690751963528,0.22631549590005307,0.17364470826942124,0.22621401029391563,0.22189187849289738,0.21040592190547613,0.2595101851038635,0.18992859438731102,0.2577432651014533,0.29698237701813923,0.2971735111423186,256
Ab,0.33385131559497344,0.20507628651316356,0.1378365760753851,0.3372003471976007,0.17369999479821313,0.10448103191052115,0.1624058247734132,0.2555264935161277,0.3310519608232438,0.1663549341391507,0.20672351178960532,0.14698807509702763,2319
Ab7,0.2941342162137682,0.20512674784795804,0.13496690100058914,0.21266705850647255,0.16030447458679026,0.16596189416267654,0.35614173256199466,0.3261776675165377,0.26214206329631534,0.13280811004001986,0.13490419342097912,0.16504523141563615,275
Abadd2,0.5514685251590239,0.13953999261862252,0.11769827966958549,0.2695232878408819,0.14355441918403747,0.17818710567517834,0.10718705873597502,0.20096007599385135,0.22946350626956077,0.14461162748482057,0.2582626020933292,0.2046106184926435,338
