"Cat Stevens","Father And Son","G,D/F#,C,Am7,G,Em,Am,D,G,D/F#,C,Am7,G,Em,Am,C,G,D,G,D/F#,C,Am7,G,Em,Am,C,G,D,G,D/F#,C,Am7,G,Em,D,G,G,Bm,C,Am7,G,Em,Am,C,G,D,G,Bm,C,Am7,G,Em,D,G,D,C,G,G,D/F#,C,Am7,G,Em,Am,C,G,D,G,D/F#,C,Am7,G,Em,D,G,D,C,G,G,D/F#,C,Am7,G,Em,Am,D,G,D/F#,C,Am7,G,Em,Am,C,G,D,G,Bm,C,Am7,G,Em,Am,D,G,Bm,C,Am7,G,Em,D,G,D,C,G","0"
"Toto","Africa","A,C#m,B,D#m,G#m,B,A,C#m,G#m,A,C#m,B,D#m,G#m,B,A,C#m7,G#m,A,C#m,B,D#m,G#m,B,A,C#m,G#m,A,C#m,B,D#m,G#m,A,C#m,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,C#m,E,F#m,A,C#m,B,D#m,G#m,B,A,C#m,G#m,A,C#m,B,D#m,G#m,B,A,C#m,G#m,A,C#m,B,D#m,G#m,G#m,A,C#m,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,C#m,E,F#m,A,C#m,B,D#m,G#m,B,A,C#m,G#m,A,C#m,B,Eb7,G#m,A,C#m,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,C#m,E,F#m,A,C#m","0"
"Bonnie Tyler","Total Eclipse Of The Heart","Am,G,Am,G,C,Bb,C,Bb,Eb,Abmaj7,Eb,Abmaj7,Am,G,Am,G,C,Bb,C,Bb,Eb,Abmaj7,Eb,Abmaj7,G,Bm7,C,D,G,Bm7,C,D,G,B,C,D,G,D,Em,A,G,D,Em,A,G,D,C,D,G,G6,B,C,Am7,D,G,G6,B,C,D,G,Eb,Abmaj7,Eb,Abmaj7,Am,G,Am,G,C,Bb,C,Bb,Eb,Abmaj7,Eb,Abmaj7,G,Bm7,C,D,G,Bm7,C,D,G,B,C,D,G,D,Em,A,G,D,Em,A,G,D,C,D,G,G6,B,C,Am7,D,G,G6,B,C,Am7,D,G,Eb,Abmaj7,Eb,Abmaj7","0"
"3 Doors Down","Here Without You","A#m,F#,G#,A#m,G#,A#m,F#,A#m,G#,A#m,F#,G#,A#m,G#,A#m,G#,A#m,F#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,A,G#,A#m,F#,G#,A#m,G#,A#m,F#,G#,A#m,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,A#m,C#,G#,F#,A#m,C#,G#,F#,C#,G#,F#,G#,C#,G#,A#m,F#,G#,C#,G#,A#m,F#,G#,C#,G#,F#,G#","1"
"Pixies","Where Is My Mind","E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,G#,A,Am,C#m,B,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,G#,A,Am,C#m,B,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,C#m,G#,A,E,G#,A,Am,C#m,B,E,C#m,G#,A,E,C#m,G#,A","0"
"Johnny Cash","Hurt","Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,G,Am,F,C,G,Am,F,C,G,Am,F,G,G,Am,F,G,Am,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,G,Am,F,C,G,Am,F,C,G,Am,F,G,G,Am,F,G,G,Am,F,G,G,Am,F,G","0"
"John Mayer","Daughters","Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus7,D,B,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,F,D#,D,Dmaj7,Dsus2,Bm7,Em7,D/F#,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus4,D,Bm7,Em7,Asus7,D,Bm7,Em7,Asus7,D,Bm7","0"
"Limp Bizkit","Behind Blue Eyes","Em,G,D,C,A,Em,G,D,C,A,C,D,G,C,D,E,Bm,C,D,A,Em,G,D,C,A,Em,G,D,C,A,C,D,G,C,D,E,Bm,C,D,A,Em,G,D,C,A,Em,G,D,C,A,C,D,G,C,D,E,Bm,C,D,A,Em,G,D,C,A","0"
"OutKast","Hey Ya","G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,G,C,D,E,G,C,D,E,G,C,D,E,G,C,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,D,E,G,C,G,C,D,E,G,C","0"
"Linkin Park","Numb","Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,D,Em,G,C,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,D,Em,G,C,D,Em,G,D,Em,C,G,D,Em,C,G,D,C,D,Em,D/F#,G,Bm7,C,D,B,Bsus4,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D","2"
"Elvis Presley","Love Me Tender","D,D,E7,A7,D,E7,A7,D,D,F#7,Bm,D7,G,Gm,D,D,B7,E7,A7,D,D,E7,A7,D,E7,A7,D,D,F#7,Bm,D7,G,Gm,D,D,B7,E7,A7,D,D,E7,A7,D,E7,A7,D,D,F#7,Bm,D7,G,Gm,D,D,B7,E7,A7,D","0"
"Led Zeppelin","Stairway To Heaven","C,D,F,Am,C,G,Am,C,D,F,Am,C,G,Am,C,D,F,Am,C,G,Am,C,G,Am,C,D,F,Am,C,G,Am,C,D,F,Am,C,G,Am,C,D,F,Am,C,G,Am,Am7,D,Am7,C,Am7,Am,C,G,Am,C,Am7,Am,C,G,Am,Am7,D,Am7,C,Am7,Am,C,G,Am,C,Am7,Am,C,G,Am,D,C9,D,C9,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F","0"
"Evanescence","My Immortal","A,C#m,A,C#m,A,C#m,A,C#m,A,C#m,A,C#m,F#m,C#m,F#m,C#m,F#m,C#m,E,F#m,D,E,C#m,F#m,D,E,C#m,F#m,D,E,C#m,F#m,D,E,A,C#m,A,C#m,A,C#m,A,C#m,A,C#m,F#m,C#m,F#m,C#m,F#m,C#m,E,D,F#m,E,D,F#m,C#m,D,E,F#m,D,E,C#m,F#m,D,E,C#m,F#m,D,E,C#m,F#m,D,E,C#m,F#m,D,E,A,C#m,A,C#m,A,C#m,A,C#m","0"
"Crowded House","Dont Dream Its Over","Csus2,Csus2,Csus2,Csus2,C9,Csus2,Csus2,Am,Am,F,E,C,C,Am,Am,F,F,E,E,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,F,F,G,Csus2,Am,F,E,C,Am,F,E,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,Csus2,Am,F,E,C,Am,F,E,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G","3"
"Lou Reed","Perfect Day","E,Am,E,Am,Am,D,G,C,F,Dm,E,Am,D,G,C,F,Dm,E,A,D,C#m,D,D/C#,A,E,F#m,E,D,F#m,E,D,Am,D,G,C,F,Dm,E,Am,D,G,C,F,Dm,E,A,D,C#m,D,D/C#,A,E,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,C#m,G,D,D/C#,A,C#m,G,D,D/C#,A,C#m,G,D,D/C#,A,C#m,G,D,D/C#,A,C#m,G,D,D/C#,A,C#m,G,D,D/C#,A","0"
"Gary Jules","Mad World","Em,A,Em,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,A,Em,A,Em,A,Em,A,Em,A,Em,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,A,Em,A,Em,A,Em,A,Em,A,Em,A,Em,A,Em,A","1"
"Leonard Cohen","Hallelujah","C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,F,Am,F,C,G,F,Am,F,C,G,F,Am,F,C,G,C","0"
"Seether","Broken","Em,C,Em,C,Em,C,G,Em,C,Em,C,Em,C,Em,C,Em,C,Em,Em,C,G,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,Em,C,Em,C,Em,C,G,Em,C,Em,C,Em,C,Em,C,Em,C,Em,Em,C,G,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,Em,C,Em,C,Em,C,G,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,C,Em,Em,C,Em,C,Em,C,G,Em","0"
"Parokya ni Edgar","Your Song","A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,E,A,E,F#m,D,A,D,E,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,D,E,F#m,D,E,F#m,D,E,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A","2"
"The Cure","Friday Im In Love","D,G,D,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A,G,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A,G,A,Bm,G,D,A,Bm,C,D,A,Bm,C,D,A,Bm,C,D,A,Bm,C,D,A,D,G,D,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A,D,G,D,A,Bm,G,D,A","0"
"Led Zeppelin","Stairway To Heaven","Am,D/F#,Fmaj7,G,Am,Am,D/F#,Fmaj7,G,Am,C,D,Fmaj7,Am,C,G,Dsus4,D,C,D,Fmaj7,Am,C,D,Fmaj7,Am,D/F#,Fmaj7,G,Am,Am7,Dsus4,D,Am7,D,D,Am7,Dsus4,D,Am7,D,D,C,Am,C,Fmaj7,Am,C,Am,C,Fmaj7,Am,C,Am7,Dsus4,D,Am7,D,D,Am7,Dsus4,D,Am7,D,D,C,Am,C,Fmaj7,Am,C,Am,C,Fmaj7,Am,C,Am7,Dsus4,D,D,D,C,Am,C,Fmaj7,Am,C,Am,C,Fmaj7,Am,C,Am7,Dsus4,D,Am7,D,D,Am7,Dsus4,D,Am7,D,D,C,Am,C,Fmaj7,Am,C,Am,C,Fmaj7,Am","0"
"Scorpions","Wind Of Change","B,G,D,A,E,F,Dm,F,Dm,Am,Dm,Am,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,F,Dm,F,Dm,Am,Dm,Am,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,C,G,Dm,G,C,G,Dm,G,Am,F,G,C,C,Dm,C,Dm,Am,G,C,Dm,C,Dm,Am,G,C,G,Dm,G,C,G,Dm,G,Am,C,G,Dm,G,C,G,Dm,G,Am,Am,G,Am,G,C,Dm,E,F,G,E,Am,F,G,Am,F,G,E,Am,G,E,C,G,Dm,G,C,G,Dm,G,Am,C,G,Dm,G,C,G,Dm,G,Am,F,Dm,F,Dm,Am,Dm,Dm,Am,G,Dm,Am,G","0"
"Radiohead","Karma Police","Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,G/F#,C,Am,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Bm,D,C,D,G,F#7,C,D,G,F#7,C,D,G,Bm,C,Bm,D,Am,D/F#,Em,G,Am,F,Em,G,Am,D,G,C,Am,Bm,D,C,D,G,F#7,C,D,G,F#7,C,D,G,Bm,C,Bm,D,Bm,D,G,D,G,D,E,Bm,D,G,D,G,D,E,Bm,D,G,D,G,D,E,Bm,D,G,D,G,D,E","0"
"Limp Bizkit","Behind Blue Eyes","Em,G6,Dsus2,Cadd9,Asus2,D,G,E,Esus4,Bm,Em,G6,Dsus2,Cadd9,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Cadd9,D,G,Cadd9,D,E,Esus4,E,Esus4,E,Bm,Cadd9,D,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Cadd9,D,G,Cadd9,D,E,Esus4,E,Esus4,E,Bm,Cadd9,D,Asus2,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Em,G6,Dsus2,Cadd9,Asus2,Cadd9,D,G,Cadd9,D,E,Esus4,E,Esus4,E,Bm,Cadd9,D,Asus2,Em,G6,Dsus2,Cadd9,Asus2","0"
"Hoobastank","The Reason","E,E,C#m9,E,C#m9,Asus,Bsus,Esus,C#m9,Asus,Bsus,E,C#m9,E,C#m9,Asus,Bsus,Esus,C#m9,Asus,Bsus,Dsus2,Esus,Dsus2,Esus,E,C#m9,Asus,Bsus,Esus,C#m9,Asus,Bsus,E,C#m9,Asus,Bsus,E","0"
"David Bowie","Space Oddity","Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,Fmaj7,Em,C,Em,C,Em,Am,D/F#,C,Em,C,Em,Am,D/F#,C,E,F,Fm,C,F,Fm,C,F,C,E,F,Fm,C,F,Fm,C,F,Fmaj7,Em,Fmaj7,Em,Bb,Am,G,F,C,F,G,A,A,C,F,G,A,A,Fmaj7,Em,A,C,D,E,C,E,F,Fm,C,F,Fm,C,F,G,E7,Am,D/F#,C,G,Fmaj7,Em,Fmaj7,Em,Bb,Am,G,F,C,F,G,A,A,C,F,G,A,A,Fmaj7,Em,A,C,D,E","0"
"Snow Patrol","Run","Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,C,G,Am,F,C,G,Am,F,Am,G,Am,G,Am,G,Am,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F","0"
"Howie Day","Collide","G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,G,Bm,C,G,Bm,C,G,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,F#,Bm,C,G,G","4"
"Randy Newman","Youve Got A Friend In Me","C,E7,Am,A,C,G,C,B,A,C,C,F,C,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A,D7,G,C,Am,A,C,G,C,C,F,C,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A,D7,G,C,F,B,C,B7,C,B,B7,Em,A7,Dm,G,C,C,F,C,F,C,E7,Am,D7,G,C,A7,D7,G,C,A7,D,G,C,E7,Am,A,C,G,C","0"
"Evanescence","My Immortal","G,Bm,G,Bm,G,Bm,G,Bm,Em,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,C,C,Em,D,C,Am,Bm,C,D,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,G,Bm,G,Bm,G,Bm,G,Bm,G","2"
"3 Doors Down","Here Without You","Am,G,F,C,Am,G,Am,G,Am,F,G,Am,G,Am,F,G,Am,G,F,G,C,G,Am,F,G,C,G,Am,F,G,Am,G,Am,F,G,Am,G,Am,F,G,C,G,Am,F,G,C,G,Am,F,G,Am,C,G,F,Am,C,G,F,C,G,Am,F,G,C,G,Am,F,G,C,G,Am,F,G,F,G,C,G,Am,F,G,Am","1"
"Evanescence","Bring Me To Life","Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,Em,C,Am,D,Em,C,Am,D,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,Am,Gm,C,Gm,Am,Gm,C,Am,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,C,D,Em,C,D,Em","0"
"Incubus","Drive","Em7,D,Cmaj7,Asus2,A7,C,A,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,Em7,D,Cmaj7,Asus2,A7,Em7,C,A7","0"
"Alicia Keys","If I Aint Got You","Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,G,Em,Am7,D7,G,E,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,G,Em,Am7,D7,G,E,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7","0"
"Keane","Everybodys Changing","C,Cmaj7,C,Cmaj7,C,Cmaj7,C,Cmaj7,C,Cmaj7,Dm,Cmaj7,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,Dm,G,C","0"
"Coldplay","Yellow","G,D,C,G,G,D,C,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,D,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,D,C,G,D,C,G,Dm,C","4"
"R.E.M.","Losing My Religion","F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,G,F,G,C,Dm,C,Dm,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am","0"
"Avril Lavigne","My Happy Ending","Bm,E,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,A,G,G,A,G,A,Bm,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G","0"
"Keane","Somewhere Only We Know","G,Am,D,G,Am,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,Bm,C,Bm,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,G,D,C,Bm,C,Bm,C,Bm,C,G","2"
"Radiohead","Exit Music For A Film","Am,Asus2,Asus4,Am,Asus2,Asus4,Am,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Dadd9/F#,Am,E,Asus4,A,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Am,Esus4,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Am,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,B,E,F,Bb,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Asus4,A,Am,E,Asus4,A,Am,Asus2,Asus4,E,Dadd9/F#,Gmadd11,D7/F#,Esus4,B,F,Bb,A","2"
"Jason Mraz","You And I Both","G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Am,C,D,G,G,D,Em,C,D,G,D,Em,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Am,C,D,G","0"
"Tamia","Officially Missing You","B7,Em7,G,F#m,B7,Em7,Dm7,G7,Bm,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,D7sus,G,G,Am7,B7,Em,Dm,C#dim,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus","0"
"Blink-182","All The Small Things","C,G,F,C,G,F,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,C,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,G,C,G,F,G,C,C,G,F,C,C,G,F,C,G,F,C,F,G,C,F,G,C,F,G,C,F,G,C,G,F,C,G,F,C,G,F,C,G,F,C","0"
"Eraserheads","With A Smile","G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,Eb,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D","0"
"Michael Jackson","Billie Jean","F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7),F#m,Bm,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7)","0"
"Lynyrd Skynyrd","Free Bird","G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,F,C,D,F,C,D,F,C,D","0"
"Kelly Clarkson","Breakaway","Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,G,C,F,G,C,F,G,C,F,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,G,F","0"
"Counting Crows","Accidentally In Love","G,C,G,D,G,C,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,Em,C,G,Am,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G","0"
"Pink Floyd","Time","F#m,Dmaj7,Amaj7,C#m7,Bm7,Bm7,F#m,A,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#7,Bm7,E,F#m,A,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,Bm7","0"
